region,number,location,address,village_neighborhood,google_maps_url,latitude,longitude
花蓮市,0001,民勤民德里聯合活動中心2樓,花蓮縣花蓮市民勤里4鄰府前路32號,民德里1-5鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%8B%A4%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%93%EF%BC%92%E8%99%9F,23.9866702,121.6214686
花蓮市,0002,民勤民德里聯合活動中心,花蓮縣花蓮市民勤里4鄰府前路32號,民德里6-17鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%8B%A4%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%93%EF%BC%92%E8%99%9F,23.9866702,121.6214686
花蓮市,0003,東華大學附設小學A104教室(永安街入口),花蓮縣花蓮市民勤里15鄰永安街100號,"民勤里1-8,14,18-19,22-23,37-38,42鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%8B%A4%E9%87%8C%E6%B0%B8%E5%AE%89%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%90%E8%99%9F,23.9909971,121.6225698
花蓮市,0004,花蓮市衛生所,花蓮縣花蓮市民勤里28鄰新興路200號,"民勤里9,11,20-21,27-29,32-36,39-41,43-46鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%8B%A4%E9%87%8C%E6%96%B0%E8%88%88%E8%B7%AF%EF%BC%92%EF%BC%90%EF%BC%90%E8%99%9F,23.9911467,121.6171649
花蓮市,0005,東華大學附設小學A101教室(永安街入口),花蓮縣花蓮市民勤里15鄰永安街100號,"民勤里10,12-13,15-17,24-26,30-31鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%8B%A4%E9%87%8C%E6%B0%B8%E5%AE%89%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%90%E8%99%9F,23.9909971,121.6225698
花蓮市,0006,大陳二村活動中心,花蓮縣花蓮市民意里41鄰民光483之1號,"民意里36-43,45-47鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%84%8F%E9%87%8C%E6%B0%91%E5%85%89%EF%BC%94%EF%BC%98%EF%BC%93%E4%B9%8B%EF%BC%91%E8%99%9F,24.0037589,121.6171885
花蓮市,0007,花蓮高工資訊科資二甲教室,花蓮縣花蓮市民意里42鄰府前路27號,"民意里1,32,44,48-49鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%84%8F%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%92%EF%BC%97%E8%99%9F,23.9988237,121.6193961
花蓮市,0008,民意里辦公處(原托兒所),花蓮縣花蓮市民意里7鄰民光71之1號,"民意里2-31,33-35鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%84%8F%E9%87%8C%E6%B0%91%E5%85%89%EF%BC%97%EF%BC%91%E4%B9%8B%EF%BC%91%E8%99%9F,24.004471,121.61718
花蓮市,0009,復興國小A1教室,花蓮縣花蓮市民心里1鄰府前路682號,民心里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%BF%83%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%96%EF%BC%98%EF%BC%92%E8%99%9F,24.0070781,121.6188613
花蓮市,0010,復興國小A2教室,花蓮縣花蓮市民心里1鄰府前路682號,"民享里14-18,20鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%BF%83%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%96%EF%BC%98%EF%BC%92%E8%99%9F,24.0070781,121.6188613
花蓮市,0011,復興國小風雨教室(大禮堂東側),花蓮縣花蓮市民心里1鄰府前路682號,"民享里1-7,21-22鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%BF%83%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%96%EF%BC%98%EF%BC%92%E8%99%9F,24.0070781,121.6188613
花蓮市,0012,復興國小風雨教室(大禮堂西側),花蓮縣花蓮市民心里1鄰府前路682號,"民享里8-13,19鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%BF%83%E9%87%8C%E5%BA%9C%E5%89%8D%E8%B7%AF%EF%BC%96%EF%BC%98%EF%BC%92%E8%99%9F,24.0070781,121.6188613
花蓮市,0013,美崙國中教室,花蓮縣花蓮市民孝里1鄰化道路40巷1號,民孝里1-9鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%AD%9D%E9%87%8C%E5%8C%96%E9%81%93%E8%B7%AF%EF%BC%94%EF%BC%90%E5%B7%B7%EF%BC%91%E8%99%9F,23.9980304,121.6286664
花蓮市,0014,民孝里活動中心,花蓮縣花蓮市民孝里17鄰林園一街16號,民孝里10-18鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%AD%9D%E9%87%8C%E6%9E%97%E5%9C%92%E4%B8%80%E8%A1%97%EF%BC%91%EF%BC%96%E8%99%9F,24.0021762,121.6309785
花蓮市,0015,民意甲社區活動中心,花蓮縣花蓮市民孝里21鄰東興二街147號,民孝里19-32鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%AD%9D%E9%87%8C%E6%9D%B1%E8%88%88%E4%BA%8C%E8%A1%97%EF%BC%91%EF%BC%94%EF%BC%97%E8%99%9F,24.0036195,121.6299086
花蓮市,0016,花蓮市老人會館桌球室,花蓮縣花蓮市民樂里16鄰中興路31號,"民運里1-4,31-43,46-49鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%A8%82%E9%87%8C%E4%B8%AD%E8%88%88%E8%B7%AF%EF%BC%93%EF%BC%91%E8%99%9F,23.9922278,121.6322265
花蓮市,0017,家扶中心體育室,花蓮縣花蓮市民立里8鄰中興路75號,"民運里5-30,44-45鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E7%AB%8B%E9%87%8C%E4%B8%AD%E8%88%88%E8%B7%AF%EF%BC%97%EF%BC%95%E8%99%9F,23.9930162,121.629502
花蓮市,0018,鑄強國小教室東大樓教室A,花蓮縣花蓮市民政里1鄰永興路20號,"民政里1,32-36鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%94%BF%E9%87%8C%E6%B0%B8%E8%88%88%E8%B7%AF%EF%BC%92%EF%BC%90%E8%99%9F,23.9926142,121.6253867
花蓮市,0019,鑄強國小教室東大樓教室B,花蓮縣花蓮市民政里1鄰永興路20號,"民政里2-11,17-19,28-30,鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%94%BF%E9%87%8C%E6%B0%B8%E8%88%88%E8%B7%AF%EF%BC%92%EF%BC%90%E8%99%9F,23.9926142,121.6253867
花蓮市,0020,鑄強國小教室東大樓教室C,花蓮縣花蓮市民政里1鄰永興路20號,"民政里12-16,21-24鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%94%BF%E9%87%8C%E6%B0%B8%E8%88%88%E8%B7%AF%EF%BC%92%EF%BC%90%E8%99%9F,23.9926142,121.6253867
花蓮市,0021,鑄強國小教室東大樓教室D,花蓮縣花蓮市民政里1鄰永興路20號,"民政里20,25-27,31鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%94%BF%E9%87%8C%E6%B0%B8%E8%88%88%E8%B7%AF%EF%BC%92%EF%BC%90%E8%99%9F,23.9926142,121.6253867
花蓮市,0022,花蓮高中信義樓1年2班教室,花蓮縣花蓮市民立里6鄰民權路42號,民立里7-14鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E7%AB%8B%E9%87%8C%E6%B0%91%E6%AC%8A%E8%B7%AF%EF%BC%94%EF%BC%92%E8%99%9F,23.98687,121.6253572
花蓮市,0023,花蓮高中信義樓1年1班教室,花蓮縣花蓮市民立里6鄰民權路42號,民立里1-6鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E7%AB%8B%E9%87%8C%E6%B0%91%E6%AC%8A%E8%B7%AF%EF%BC%94%EF%BC%92%E8%99%9F,23.98687,121.6253572
花蓮市,0024,明恥國小學生活動中心,花蓮縣花蓮市民立里9鄰中興路41號,民樂里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E7%AB%8B%E9%87%8C%E4%B8%AD%E8%88%88%E8%B7%AF%EF%BC%94%EF%BC%91%E8%99%9F,23.99136,121.6309838
花蓮市,0025,北濱社區活動中心,花蓮縣花蓮市民有里1鄰海濱街57號,民有里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%9C%89%E9%87%8C%E6%B5%B7%E6%BF%B1%E8%A1%97%EF%BC%95%EF%BC%97%E8%99%9F,23.9739689,121.6152697
花蓮市,0026,北濱天主堂(原德蕾幼兒園),花蓮縣花蓮市民主里9鄰北濱街4號,民主里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E4%B8%BB%E9%87%8C%E5%8C%97%E6%BF%B1%E8%A1%97%EF%BC%94%E8%99%9F,23.9726683,121.6131903
花蓮市,0027,花蓮女中2年9班教室,花蓮縣花蓮市民權里1鄰菁華街2號,民族里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%AC%8A%E9%87%8C%E8%8F%81%E8%8F%AF%E8%A1%97%EF%BC%92%E8%99%9F,23.9790594,121.6158304
花蓮市,0028,花蓮女中1年9班教室,花蓮縣花蓮市民權里1鄰菁華街2號,民生里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%AC%8A%E9%87%8C%E8%8F%81%E8%8F%AF%E8%A1%97%EF%BC%92%E8%99%9F,23.9790594,121.6158304
花蓮市,0029,花蓮女中2年10班教室,花蓮縣花蓮市民權里1鄰菁華街2號,民權里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%AC%8A%E9%87%8C%E8%8F%81%E8%8F%AF%E8%A1%97%EF%BC%92%E8%99%9F,23.9790594,121.6158304
花蓮市,0030,明義國小林森樓教室A,花蓮縣花蓮市國風里2鄰明義街107號,主商里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%98%8E%E7%BE%A9%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%97%E8%99%9F,23.9787988,121.6031714
花蓮市,0031,明義國小林森樓教室B,花蓮縣花蓮市國風里2鄰明義街107號,主勤里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%98%8E%E7%BE%A9%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%97%E8%99%9F,23.9787988,121.6031714
花蓮市,0032,明義國小藝才樓教室,花蓮縣花蓮市國風里2鄰明義街107號,主工里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%98%8E%E7%BE%A9%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%97%E8%99%9F,23.9787988,121.6031714
花蓮市,0033,慈天宮(媽祖廟),花蓮縣花蓮市主信里11鄰忠孝街81號,主信里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E4%BF%A1%E9%87%8C%E5%BF%A0%E5%AD%9D%E8%A1%97%EF%BC%98%EF%BC%91%E8%99%9F,23.9751176,121.6055272
花蓮市,0034,第三聯合里辦公處,花蓮縣花蓮市主計里12鄰成功街212號,主義里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%A8%88%E9%87%8C%E6%88%90%E5%8A%9F%E8%A1%97%EF%BC%92%EF%BC%91%EF%BC%92%E8%99%9F,23.9730693,121.6059429
花蓮市,0035,信義國小1年信班教室,花蓮縣花蓮市主計里14鄰信義街1號,主睦里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%A8%88%E9%87%8C%E4%BF%A1%E7%BE%A9%E8%A1%97%EF%BC%91%E8%99%9F,23.9711977,121.6062917
花蓮市,0036,信義國小2年信班教室,花蓮縣花蓮市主計里14鄰信義街1號,主計里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%A8%88%E9%87%8C%E4%BF%A1%E7%BE%A9%E8%A1%97%EF%BC%91%E8%99%9F,23.9711977,121.6062917
花蓮市,0037,主和社區活動中心,花蓮縣花蓮市主和里1鄰廣東街146號,"主和里1-4,11-22鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%92%8C%E9%87%8C%E5%BB%A3%E6%9D%B1%E8%A1%97%EF%BC%91%EF%BC%94%EF%BC%96%E8%99%9F,23.9707771,121.6051366
花蓮市,0038,中正國小中和樓N105教室,花蓮縣花蓮市主學里17鄰中正路210號,"主和里23-24,29-32,37-46鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0039,中正國小中和樓N106教室,花蓮縣花蓮市主學里17鄰中正路210號,"主和里5-10,25-28,33-36鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0040,中正國小中和樓N108教室,花蓮縣花蓮市主學里17鄰中正路210號,主學里1-13鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0041,中正國小中和樓N109教室,花蓮縣花蓮市主學里17鄰中正路210號,主學里14-20鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0042,福建街福德宮,花蓮縣花蓮市主農里5鄰福建街84號,主農里1-6鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%BE%B2%E9%87%8C%E7%A6%8F%E5%BB%BA%E8%A1%97%EF%BC%98%EF%BC%94%E8%99%9F,23.967822,121.59936
花蓮市,0043,主農里新社區活動中心(右)(長春街入口),花蓮縣花蓮市主農里11鄰中順街77號,主農里7-12鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%BE%B2%E9%87%8C%E4%B8%AD%E9%A0%86%E8%A1%97%EF%BC%97%EF%BC%97%E8%99%9F,23.9687802,121.596797
花蓮市,0044,主農里新社區活動中心(左)(中順街公園入口),花蓮縣花蓮市主農里11鄰中順街77號,"主農里13-14,16-18鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%BE%B2%E9%87%8C%E4%B8%AD%E9%A0%86%E8%A1%97%EF%BC%97%EF%BC%97%E8%99%9F,23.9687802,121.596797
花蓮市,0045,中原國小2年2班教室,花蓮縣花蓮市主權里11鄰中原路531號,"主農里15,19-24鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0046,中正國小中強樓S103教室,花蓮縣花蓮市主學里17鄰中正路210號,主安里1-9鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0047,中正國小中強樓S104教室,花蓮縣花蓮市主學里17鄰中正路210號,主安里10-19鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0048,中原國小1年2班教室,花蓮縣花蓮市主權里11鄰中原路531號,"主權里9,11,17,19,27-28鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0049,中原國小1年1班教室,花蓮縣花蓮市主權里11鄰中原路531號,"主權里12-14,18,21,25鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0050,中原國小英語教室,花蓮縣花蓮市主權里11鄰中原路531號,"主權里15-16,20鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0051,農業部農糧署東區分署會議室,花蓮縣花蓮市主權里3鄰中華路512號,"主權里1-3,5,26鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%95%EF%BC%91%EF%BC%92%E8%99%9F,23.974483,121.5904197
花蓮市,0052,主權公園管理室,花蓮縣花蓮市主權里6鄰中原路666號,"主權里4,6-8,10,22-24鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%96%EF%BC%96%EF%BC%96%E8%99%9F,23.9756658,121.593681
花蓮市,0053,忠孝國小思源樓1年孝班教室,花蓮縣花蓮市主力里6鄰中華路298號,主力里22-32鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%92%EF%BC%99%EF%BC%98%E8%99%9F,23.9758742,121.5985353
花蓮市,0054,忠孝國小思源樓1年忠班教室,花蓮縣花蓮市主力里6鄰中華路298號,主力里1-15鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%92%EF%BC%99%EF%BC%98%E8%99%9F,23.9758742,121.5985353
花蓮市,0055,忠孝國小思源樓潛能開發教室,花蓮縣花蓮市主力里6鄰中華路298號,主力里16-21鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%92%EF%BC%99%EF%BC%98%E8%99%9F,23.9758742,121.5985353
花蓮市,0056,國風里活動中心,花蓮縣花蓮市國風里9鄰林榮街45號,國風里8-13鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%9E%97%E6%A6%AE%E8%A1%97%EF%BC%94%EF%BC%95%E8%99%9F,23.9785468,121.5973633
